"X","Y","sighting_id","species","number_sighted","latitude","longitude","year","month"
-123.027,38.22034,4926,"Minke Whale",1,38.22034,-123.027,2014,"Jul"
-123.398,38.05059,5408,"Humpback Whale",1,38.05059,-123.398,2014,"Jul"
-123.251,38.3228,5406,"Blue Whale",3,38.3228,-123.251,2014,"Jul"
-123.586,38.36381,4916,"Humpback Whale",1,38.36381,-123.586,2014,"Jul"
-123.482,38.36685,4917,"Humpback Whale",2,38.36685,-123.482,2014,"Jul"
-123.505,38.36616,4918,"Humpback Whale",2,38.36616,-123.505,2014,"Jul"
-123.511,38.36594,4919,"Blue Whale",7,38.36594,-123.511,2014,"Jul"
-123.597,38.36348,4920,"Humpback Whale",1,38.36348,-123.597,2014,"Jul"
-123.476,38.36703,4922,"Blue Whale",3,38.36703,-123.476,2014,"Jul"
-123.463,38.36742,4921,"Blue Whale",1,38.36742,-123.463,2014,"Jul"
-123.416,38.36879,4923,"Humpback Whale",1,38.36879,-123.416,2014,"Jul"
-123.508,38.36532,4924,"Humpback Whale",1,38.36532,-123.508,2014,"Jul"
-123.181,38.37775,4925,"Humpback Whale",2,38.37775,-123.181,2014,"Jul"
-123.076,38.14305,4990,"Humpback Whale",3,38.14305,-123.076,2014,"Jul"
-123.09,38.14253,4991,"Blue Whale",1,38.14253,-123.09,2014,"Jul"
-121.797,36.80291,5013,"Humpback Whale",2,36.80291,-121.797,2014,"Jul"
-121.796,36.80126,5014,"Humpback Whale",1,36.80126,-121.796,2014,"Jul"
-121.798,36.8017,5017,"Humpback Whale",1,36.8017,-121.798,2014,"Jul"
-123.183,37.80643,5048,"Humpback Whale",3,37.80643,-123.183,2014,"Jul"
-122.582,37.65492,5050,"_other_selector",1,37.65492,-122.582,2014,"Jul"
-123.146,37.8075,5052,"Humpback Whale",2,37.8075,-123.146,2014,"Jul"
-123.123,37.64294,5053,"Humpback Whale",1,37.64294,-123.123,2014,"Jul"
-123.209,37.80575,5054,"Humpback Whale",1,37.80575,-123.209,2014,"Jul"
-124.081,44.77554,5091,"Gray Whale",1,44.77554,-124.081,2014,"Jul"
-123.323,37.88762,5136,"Humpback Whale",1,37.88762,-123.323,2014,"Jul"
-123.156,37.8911,5139,"Humpback Whale",1,37.8911,-123.156,2014,"Jul"
-122.006,36.80122,5154,"Humpback Whale",3,36.80122,-122.006,2014,"Jul"
-123.319,38.1517,5158,"Humpback Whale",2,38.1517,-123.319,2014,"Jul"
-123.372,38.21442,5157,"Humpback Whale",2,38.21442,-123.372,2014,"Jul"
-123.392,38.25204,5159,"Humpback Whale",5,38.25204,-123.392,2014,"Jul"
-121.884,36.79863,5301,"Northern Right Whale Dolphin",1,36.79863,-121.884,2014,"Jul"
-123.427,38.35872,5320,"Blue Whale",2,38.35872,-123.427,2014,"Jul"
-123.346,38.05222,5322,"Humpback Whale",2,38.05222,-123.346,2014,"Jul"
-123.418,38.36141,5325,"Blue Whale",8,38.36141,-123.418,2014,"Jul"
-123.354,38.11098,5324,"Humpback Whale",1,38.11098,-123.354,2014,"Jul"
-123.417,38.36019,5326,"Humpback Whale",8,38.36019,-123.417,2014,"Jul"
-123.371,38.05124,5328,"Blue Whale",1,38.05124,-123.371,2014,"Jul"
-123.313,38.33815,5333,"Humpback Whale",2,38.33815,-123.313,2014,"Jul"
-123.349,38.34857,5332,"Humpback Whale",4,38.34857,-123.349,2014,"Jul"
-123.44,38.04963,5331,"Humpback Whale",5,38.04963,-123.44,2014,"Jul"
-123.438,38.04965,5334,"Humpback Whale",8,38.04965,-123.438,2014,"Jul"
-123.445,38.07437,5335,"Humpback Whale",23,38.07437,-123.445,2014,"Jul"
-123.328,38.34205,5338,"Humpback Whale",2,38.34205,-123.328,2014,"Jul"
-123.447,38.07357,5336,"Blue Whale",6,38.07357,-123.447,2014,"Jul"
-123.346,38.05222,5394,"Humpback Whale",2,38.05222,-123.346,2014,"Jul"
-123.365,37.88792,5563,"Humpback Whale",1,37.88792,-123.365,2014,"Jul"
-121.813,36.79757,6605,"Humpback Whale",1,36.79757,-121.813,2014,"Aug"
-122.052,36.48149,134826,"Humpback Whale",2,36.48149,-122.052,2021,"Aug"
-124.388,42.16321,6353,"Blue Whale",1,42.16321,-124.388,2014,"Aug"
-124.073,44.81213,6377,"Gray Whale",1,44.81213,-124.073,2014,"Aug"
-124.072,44.81095,6378,"Gray Whale",6,44.81095,-124.072,2014,"Aug"
-124.075,44.79736,6398,"Blue Whale",1,44.79736,-124.075,2014,"Aug"
-121.822,36.79729,6601,"Humpback Whale",8,36.79729,-121.822,2014,"Aug"
-121.843,36.81774,6638,"Humpback Whale",1,36.81774,-121.843,2014,"Aug"
-122.018,36.79315,6675,"Humpback Whale",1,36.79315,-122.018,2014,"Aug"
-121.968,36.83107,6737,"Humpback Whale",4,36.83107,-121.968,2014,"Aug"
-121.8,36.8008,6746,"Humpback Whale",1,36.8008,-121.8,2014,"Aug"
-121.84,36.81682,6747,"Humpback Whale",2,36.81682,-121.84,2014,"Aug"
-121.826,36.80476,6752,"Humpback Whale",4,36.80476,-121.826,2014,"Aug"
-121.828,36.8017,6753,"Humpback Whale",7,36.8017,-121.828,2014,"Aug"
-121.907,36.81496,6754,"Humpback Whale",1,36.81496,-121.907,2014,"Aug"
-121.968,36.76439,6755,"Humpback Whale",1,36.76439,-121.968,2014,"Aug"
-121.912,36.79477,6757,"Humpback Whale",1,36.79477,-121.912,2014,"Aug"
-121.879,36.84025,6759,"Humpback Whale",8,36.84025,-121.879,2014,"Aug"
-121.928,36.78767,6800,"Humpback Whale",3,36.78767,-121.928,2014,"Aug"
-123.012,38.28417,6986,"Blue Whale",1,38.28417,-123.012,2014,"Aug"
-124.076,44.7788,7334,"Humpback Whale",1,44.7788,-124.076,2014,"Aug"
-124.067,44.82778,7335,"Blue Whale",1,44.82778,-124.067,2014,"Aug"
-124.087,44.79689,7550,"Gray Whale",1,44.79689,-124.087,2014,"Sep"
-124.072,44.74944,7659,"Gray Whale",2,44.74944,-124.072,2014,"Sep"
-124.072,44.74944,7660,"Humpback Whale",2,44.74944,-124.072,2014,"Sep"
-124.07,44.76405,7667,"Gray Whale",1,44.76405,-124.07,2014,"Sep"
-124.073,44.76882,7668,"Gray Whale",1,44.76882,-124.073,2014,"Sep"
-123.588,38.11183,7783,"Humpback Whale",1,38.11183,-123.588,2014,"Aug"
-122.706,37.80955,7786,"Humpback Whale",1,37.80955,-122.706,2014,"Sep"
-122.624,37.84642,7962,"Humpback Whale",1,37.84642,-122.624,2014,"Sep"
-121.9,36.64,7963,"Humpback Whale",3,36.64,-121.9,2014,"Sep"
-122.651,37.78033,8073,"Humpback Whale",3,37.78033,-122.651,2014,"Sep"
-119.507,34.33548,8084,"Humpback Whale",2,34.33548,-119.507,2014,"Sep"
-123.588,38.11183,8244,"Humpback Whale",1,38.11183,-123.588,2014,"Aug"
-124.078,44.74912,8242,"Gray Whale",4,44.74912,-124.078,2014,"Sep"
-124.074,44.7365,8243,"Gray Whale",2,44.7365,-124.074,2014,"Sep"
-123.208,37.8057,8259,"Humpback Whale",1,37.8057,-123.208,2014,"Sep"
-122.541,37.73879,8298,"Humpback Whale",1,37.73879,-122.541,2014,"Sep"
-123.203,37.80589,8557,"Humpback Whale",1,37.80589,-123.203,2014,"Sep"
-123.185,37.80633,8560,"Humpback Whale",1,37.80633,-123.185,2014,"Sep"
-123.2,37.80542,8559,"Humpback Whale",2,37.80542,-123.2,2014,"Sep"
-123.203,37.80589,9095,"Humpback Whale",1,37.80589,-123.203,2014,"Sep"
-123.2,37.80542,9096,"Humpback Whale",2,37.80542,-123.2,2014,"Sep"
-123.185,37.80633,9097,"Humpback Whale",1,37.80633,-123.185,2014,"Sep"
-122.683,37.72983,9100,"Humpback Whale",1,37.72983,-122.683,2014,"Sep"
-122.683,37.72983,9101,"Humpback Whale",1,37.72983,-122.683,2014,"Sep"
-123.432,37.98901,9115,"Humpback Whale",2,37.98901,-123.432,2014,"Sep"
-119.524,34.31161,9118,"Humpback Whale",1,34.31161,-119.524,2014,"Sep"
-123.2,37.80542,9121,"Humpback Whale",2,37.80542,-123.2,2014,"Sep"
-123.203,37.80589,9122,"Humpback Whale",1,37.80589,-123.203,2014,"Sep"
-123.185,37.80633,9123,"Humpback Whale",1,37.80633,-123.185,2014,"Sep"
-123.185,37.80633,9766,"Humpback Whale",1,37.80633,-123.185,2014,"Sep"
-123.203,37.80589,9768,"Humpback Whale",1,37.80589,-123.203,2014,"Sep"
-123.2,37.80542,9770,"Humpback Whale",2,37.80542,-123.2,2014,"Sep"
-123.185,37.80633,9796,"Humpback Whale",1,37.80633,-123.185,2014,"Sep"
-123.2,37.80542,9797,"Humpback Whale",2,37.80542,-123.2,2014,"Sep"
-123.203,37.80589,9800,"Humpback Whale",1,37.80589,-123.203,2014,"Sep"
-119.478,34.09672,9807,"Minke Whale",1,34.09672,-119.478,2014,"Oct"
-121.902,36.80067,9828,"Humpback Whale",4,36.80067,-121.902,2014,"Oct"
-121.965,36.74714,9830,"Humpback Whale",2,36.74714,-121.965,2014,"Oct"
-121.965,36.74714,9831,"Humpback Whale",2,36.74714,-121.965,2014,"Oct"
-121.896,36.79194,9832,"Humpback Whale",5,36.79194,-121.896,2014,"Oct"
-121.895,36.71859,9833,"Humpback Whale",1,36.71859,-121.895,2014,"Oct"
-121.893,36.6579,9834,"Humpback Whale",2,36.6579,-121.893,2014,"Oct"
-119.556,34.12397,9839,"Humpback Whale",2,34.12397,-119.556,2014,"Oct"
-123.432,37.98901,9948,"Humpback Whale",2,37.98901,-123.432,2014,"Sep"
-122.045,36.95018,10066,"Humpback Whale",6,36.95018,-122.045,2014,"Oct"
-123.185,37.80633,10069,"Humpback Whale",1,37.80633,-123.185,2014,"Sep"
-123.2,37.80542,10071,"Humpback Whale",2,37.80542,-123.2,2014,"Sep"
-123.203,37.80589,10072,"Humpback Whale",1,37.80589,-123.203,2014,"Sep"
-122.045,36.95018,10095,"Humpback Whale",6,36.95018,-122.045,2014,"Oct"
-123.329,48.23432,10096,"Humpback Whale",4,48.23432,-123.329,2014,"Oct"
-124,45.7,10098,"Gray Whale",1,45.7,-124,2014,"Oct"
-124.073,44.7853,10099,"Gray Whale",3,44.7853,-124.073,2014,"Oct"
-129.039,45.7929,10335,"Humpback Whale",50,45.7929,-129.039,2014,"Oct"
-117.659,33.36205,10787,"Minke Whale",1,33.36205,-117.659,2014,"Nov"
-117.607,33.39238,10814,"Fin Whale",1,33.39238,-117.607,2014,"Nov"
-118.411,33.83335,10815,"Minke Whale",1,33.83335,-118.411,2014,"Nov"
-118.33,33.38828,10817,"Fin Whale",4,33.38828,-118.33,2014,"Nov"
-121.908,36.7892,10819,"Humpback Whale",20,36.7892,-121.908,2014,"Nov"
-121.9,36.80048,10880,"Humpback Whale",1,36.80048,-121.9,2014,"Nov"
-118.416,33.83058,11027,"Humpback Whale",1,33.83058,-118.416,2014,"Nov"
-122.998,38.2391,11047,"Gray Whale",1,38.2391,-122.998,2014,"Nov"
-118.445,33.82279,11080,"Humpback Whale",1,33.82279,-118.445,2014,"Dec"
-119.439,34.14377,11104,"Gray Whale",1,34.14377,-119.439,2014,"Dec"
-119.36,34.1568,11131,"Gray Whale",2,34.1568,-119.36,2014,"Dec"
-118.32,33.68434,11134,"Gray Whale",1,33.68434,-118.32,2014,"Dec"
-119.454,34.15411,11148,"Humpback Whale",2,34.15411,-119.454,2014,"Dec"
-119.531,34.06873,11149,"Gray Whale",5,34.06873,-119.531,2014,"Dec"
-119.534,34.05584,11150,"Gray Whale",5,34.05584,-119.534,2014,"Dec"
-119.437,34.03054,11151,"Gray Whale",2,34.03054,-119.437,2014,"Dec"
-119.503,34.03692,11152,"Gray Whale",2,34.03692,-119.503,2014,"Dec"
-119.51,34.05555,11153,"Gray Whale",3,34.05555,-119.51,2014,"Dec"
-117.231,32.6125,11165,"Gray Whale",1,32.6125,-117.231,2014,"Dec"
-119.443,34.13822,11168,"Gray Whale",2,34.13822,-119.443,2014,"Dec"
-119.424,34.15109,11169,"Humpback Whale",1,34.15109,-119.424,2014,"Dec"
-119.595,34.06062,11170,"Gray Whale",1,34.06062,-119.595,2014,"Dec"
-119.445,34.13889,11171,"Humpback Whale",2,34.13889,-119.445,2014,"Dec"
-119.665,34.04976,11214,"Gray Whale",4,34.04976,-119.665,2014,"Dec"
-118.269,33.59103,11215,"Gray Whale",3,33.59103,-118.269,2014,"Dec"
-119.665,34.04976,11216,"Gray Whale",4,34.04976,-119.665,2014,"Dec"
-119.399,34.15949,11268,"Gray Whale",1,34.15949,-119.399,2014,"Dec"
-119.177,34.0738,11269,"Gray Whale",1,34.0738,-119.177,2014,"Dec"
-119.32,34.1428,11270,"Humpback Whale",1,34.1428,-119.32,2014,"Dec"
-119.254,34.14978,11271,"Humpback Whale",1,34.14978,-119.254,2014,"Dec"
-119.646,34.23334,11287,"Humpback Whale",1,34.23334,-119.646,2014,"Dec"
-119.415,33.9845,11304,"Gray Whale",4,33.9845,-119.415,2014,"Dec"
-119.553,34.05403,11312,"Gray Whale",5,34.05403,-119.553,2015,"Jan"
-119.415,33.9845,11314,"Gray Whale",4,33.9845,-119.415,2014,"Dec"
-119.402,34.02447,11315,"Gray Whale",1,34.02447,-119.402,2014,"Dec"
-119.536,34.05735,11316,"Gray Whale",4,34.05735,-119.536,2015,"Jan"
-119.42,34.16135,11331,"Gray Whale",2,34.16135,-119.42,2015,"Jan"
-118.415,33.8319,11346,"Humpback Whale",2,33.8319,-118.415,2015,"Jan"
-118.415,33.8319,11348,"Humpback Whale",2,33.8319,-118.415,2015,"Jan"
-119.451,34.0366,11361,"Gray Whale",6,34.0366,-119.451,2015,"Jan"
-119.385,33.94229,11362,"Gray Whale",2,33.94229,-119.385,2015,"Jan"
-119.451,34.0366,11363,"Gray Whale",6,34.0366,-119.451,2015,"Jan"
-119.385,33.94229,11364,"Gray Whale",2,33.94229,-119.385,2015,"Jan"
-117.267,32.60224,11365,"Gray Whale",3,32.60224,-117.267,2015,"Jan"
-119.421,34.15528,11367,"Humpback Whale",1,34.15528,-119.421,2015,"Jan"
-120.056,34.0563,11387,"Gray Whale",3,34.0563,-120.056,2014,"Dec"
-118.299,33.68024,11400,"Gray Whale",1,33.68024,-118.299,2015,"Jan"
-118.27,33.65455,11405,"Gray Whale",2,33.65455,-118.27,2015,"Jan"
-118.232,33.62957,11437,"Gray Whale",6,33.62957,-118.232,2015,"Jan"
-119.496,34.11663,11500,"Gray Whale",9,34.11663,-119.496,2015,"Jan"
-119.519,34.05434,11501,"Gray Whale",2,34.05434,-119.519,2015,"Jan"
-118.242,33.6381,11546,"Gray Whale",1,33.6381,-118.242,2015,"Jan"
-118.247,33.66482,11588,"Gray Whale",1,33.66482,-118.247,2015,"Jan"
-118.233,33.65472,11589,"Gray Whale",2,33.65472,-118.233,2015,"Jan"
-121.976,36.64139,11612,"Gray Whale",1,36.64139,-121.976,2015,"Jan"
-121.981,36.629,11613,"Gray Whale",1,36.629,-121.981,2015,"Jan"
-119.415,34.13756,11633,"Humpback Whale",1,34.13756,-119.415,2015,"Jan"
-118.249,33.67096,11638,"Gray Whale",1,33.67096,-118.249,2015,"Jan"
-118.245,33.67003,11639,"Gray Whale",2,33.67003,-118.245,2015,"Jan"
-118.415,33.8319,11641,"Humpback Whale",2,33.8319,-118.415,2015,"Jan"
-119.401,34.15867,11642,"Gray Whale",2,34.15867,-119.401,2015,"Jan"
-119.562,34.05923,11663,"Gray Whale",5,34.05923,-119.562,2015,"Jan"
-119.333,34.18015,11664,"Gray Whale",4,34.18015,-119.333,2015,"Jan"
-118.249,33.65993,11677,"Gray Whale",1,33.65993,-118.249,2015,"Jan"
-118.243,33.6587,11678,"Gray Whale",1,33.6587,-118.243,2015,"Jan"
-118.281,33.65934,11679,"Gray Whale",2,33.65934,-118.281,2015,"Jan"
-118.273,33.65345,11680,"Gray Whale",1,33.65345,-118.273,2015,"Jan"
-117.448,33.20917,11688,"Gray Whale",1,33.20917,-117.448,2015,"Jan"
-118.275,33.6528,11689,"Gray Whale",2,33.6528,-118.275,2015,"Jan"
-118.244,33.65056,11690,"Gray Whale",1,33.65056,-118.244,2015,"Jan"
-117.23,32.58692,11770,"Gray Whale",5,32.58692,-117.23,2015,"Feb"
-119.46,33.98912,11712,"Gray Whale",2,33.98912,-119.46,2015,"Jan"
-118.253,33.63971,11724,"Gray Whale",1,33.63971,-118.253,2015,"Feb"
-118.242,33.63695,11726,"Gray Whale",1,33.63695,-118.242,2015,"Feb"
-118.21,33.63521,11727,"Gray Whale",2,33.63521,-118.21,2015,"Feb"
-120,34.3205,11744,"Gray Whale",1,34.3205,-120,2015,"Feb"
-118.263,33.64883,11758,"Gray Whale",1,33.64883,-118.263,2015,"Feb"
-118.258,33.63945,11759,"Gray Whale",2,33.63945,-118.258,2015,"Feb"
-117.23,32.58692,11762,"Gray Whale",5,32.58692,-117.23,2015,"Feb"
-117.23,32.58318,11769,"Gray Whale",1,32.58318,-117.23,2015,"Feb"
-117.23,32.58692,11787,"Gray Whale",5,32.58692,-117.23,2015,"Feb"
-117.29,32.73364,11813,"Gray Whale",2,32.73364,-117.29,2015,"Feb"
-117.426,32.63178,11814,"Gray Whale",3,32.63178,-117.426,2015,"Feb"
-118.218,33.68817,11875,"Gray Whale",1,33.68817,-118.218,2015,"Feb"
-118.146,33.68906,11876,"Gray Whale",1,33.68906,-118.146,2015,"Feb"
-117.278,32.7527,11926,"Gray Whale",1,32.7527,-117.278,2015,"Feb"
-117.278,32.75377,11927,"Gray Whale",2,32.75377,-117.278,2015,"Feb"
-120.41,33.95928,11928,"Gray Whale",1,33.95928,-120.41,2015,"Feb"
-120.457,34.02548,12182,"Gray Whale",1,34.02548,-120.457,2015,"Feb"
-120.46,34.08405,12183,"Humpback Whale",5,34.08405,-120.46,2015,"Feb"
-120.46,34.08405,12224,"Humpback Whale",5,34.08405,-120.46,2015,"Feb"
-120.46,34.08405,12301,"Humpback Whale",5,34.08405,-120.46,2015,"Feb"
-120.457,34.02548,12300,"Gray Whale",1,34.02548,-120.457,2015,"Feb"
-120.46,34.08405,12303,"Humpback Whale",5,34.08405,-120.46,2015,"Feb"
-120.457,34.02548,12302,"Gray Whale",1,34.02548,-120.457,2015,"Feb"
-118.199,33.63024,12530,"Gray Whale",3,33.63024,-118.199,2015,"Mar"
-118.24,33.66899,12653,"Gray Whale",1,33.66899,-118.24,2015,"Mar"
-118.315,33.70628,12710,"Gray Whale",2,33.70628,-118.315,2015,"Mar"
-118.34,33.71387,12711,"Gray Whale",1,33.71387,-118.34,2015,"Mar"
-118.282,33.6944,12728,"Gray Whale",1,33.6944,-118.282,2015,"Mar"
-124.134,44.10957,12793,"Gray Whale",10,44.10957,-124.134,2015,"Mar"
-118.379,33.73255,12815,"Gray Whale",1,33.73255,-118.379,2015,"Mar"
-118.422,33.73994,12819,"Gray Whale",1,33.73994,-118.422,2015,"Mar"
-117.854,33.5723,12868,"Gray Whale",2,33.5723,-117.854,2015,"Mar"
-117.732,33.46418,12946,"Gray Whale",2,33.46418,-117.732,2015,"Mar"
-121.872,36.68279,13041,"Blue Whale",1,36.68279,-121.872,2015,"Apr"
-121.876,36.72455,13042,"Humpback Whale",1,36.72455,-121.876,2015,"Apr"
-121.861,36.66323,13043,"Humpback Whale",3,36.66323,-121.861,2015,"Apr"
-121.864,36.65644,13044,"Blue Whale",1,36.65644,-121.864,2015,"Apr"
-118.363,33.73424,13045,"Fin Whale",1,33.73424,-118.363,2015,"Apr"
-118.336,33.65496,13104,"Fin Whale",2,33.65496,-118.336,2015,"Apr"
-118.242,33.70844,13143,"Gray Whale",1,33.70844,-118.242,2015,"Apr"
-122.036,36.631,13157,"Humpback Whale",6,36.631,-122.036,2015,"Apr"
-118.192,33.72095,13162,"Gray Whale",1,33.72095,-118.192,2015,"Apr"
-117.384,32.76992,13168,"Minke Whale",1,32.76992,-117.384,2015,"Apr"
-117.412,32.74377,13170,"Common Dolphin",50,32.74377,-117.412,2015,"Apr"
-118.159,33.7147,13287,"Gray Whale",2,33.7147,-118.159,2015,"Apr"
-120.131,34.29903,13291,"Humpback Whale",1,34.29903,-120.131,2015,"Apr"
-119.884,34.13308,13295,"Humpback Whale",4,34.13308,-119.884,2015,"Apr"
-117.339,33.09106,13341,"Gray Whale",2,33.09106,-117.339,2015,"May"
-122.468,37.49486,13360,"Gray Whale",1,37.49486,-122.468,2015,"May"
-117.901,33.60389,13361,"Gray Whale",1,33.60389,-117.901,2015,"May"
-122.51,37.48358,13363,"Gray Whale",2,37.48358,-122.51,2015,"May"
-117.811,33.54517,13364,"Gray Whale",2,33.54517,-117.811,2015,"May"
-122.501,37.49383,13396,"Gray Whale",1,37.49383,-122.501,2015,"Apr"
-121.856,36.72451,13635,"Humpback Whale",1,36.72451,-121.856,2015,"May"
-119.323,34.05281,13636,"Blue Whale",1,34.05281,-119.323,2015,"May"
-124.066,44.82875,13644,"Gray Whale",2,44.82875,-124.066,2015,"May"
-124.066,44.83047,13660,"Gray Whale",1,44.83047,-124.066,2015,"May"
-124.066,44.83047,13661,"Gray Whale",2,44.83047,-124.066,2015,"May"
-120.077,34.4533,13685,"Gray Whale",6,34.4533,-120.077,2015,"May"
-120.131,34.29903,13743,"Humpback Whale",1,34.29903,-120.131,2015,"Apr"
-120.07,34.38886,13748,"Humpback Whale",4,34.38886,-120.07,2015,"May"
-119.9,34.3677,13804,"Humpback Whale",1,34.3677,-119.9,2015,"May"
-121.985,36.94863,13805,"Humpback Whale",1,36.94863,-121.985,2015,"May"
-119.336,34.21605,13817,"Humpback Whale",1,34.21605,-119.336,2015,"May"
-118.321,33.65338,13821,"Humpback Whale",1,33.65338,-118.321,2015,"May"
-117.318,32.69437,13861,"Minke Whale",1,32.69437,-117.318,2015,"Jun"
-117.383,32.67855,13862,"Blue Whale",4,32.67855,-117.383,2015,"Jun"
-122.72,37.79135,14066,"Humpback Whale",2,37.79135,-122.72,2015,"Jun"
-122.714,37.79768,14067,"Humpback Whale",2,37.79768,-122.714,2015,"Jun"
-122.743,37.79255,14068,"Humpback Whale",2,37.79255,-122.743,2015,"Jun"
-120.617,34.85633,14079,"Humpback Whale",6,34.85633,-120.617,2015,"Jun"
-119.593,34.31861,14099,"Humpback Whale",2,34.31861,-119.593,2015,"Jun"
-119.564,34.31925,14100,"Humpback Whale",1,34.31925,-119.564,2015,"Jun"
-119.589,34.31123,14101,"Gray Whale",2,34.31123,-119.589,2015,"Jun"
-119.591,34.31291,14102,"Gray Whale",2,34.31291,-119.591,2015,"Jun"
-119.604,34.32787,14103,"Gray Whale",2,34.32787,-119.604,2015,"Jun"
-117.731,33.4219,14111,"Fin Whale",1,33.4219,-117.731,2015,"Jun"
-117.692,33.43502,14112,"Blue Whale",2,33.43502,-117.692,2015,"Jun"
-117.894,33.53522,14166,"Fin Whale",1,33.53522,-117.894,2015,"Jun"
-117.894,33.53513,14167,"Blue Whale",1,33.53513,-117.894,2015,"Jun"
-118.268,33.64264,14193,"Blue Whale",2,33.64264,-118.268,2015,"Jun"
-118.229,33.68029,14220,"Fin Whale",2,33.68029,-118.229,2015,"Jun"
-117.99,33.56111,14222,"Fin Whale",2,33.56111,-117.99,2015,"Jun"
-117.333,32.71654,14274,"Fin Whale",1,32.71654,-117.333,2015,"Jun"
-117.358,32.72974,14325,"Blue Whale",5,32.72974,-117.358,2015,"Jun"
-117.358,32.72974,14326,"Blue Whale",5,32.72974,-117.358,2015,"Jun"
-117.358,32.72974,14329,"Blue Whale",5,32.72974,-117.358,2015,"Jun"
-119.431,34.19295,14375,"Minke Whale",1,34.19295,-119.431,2015,"Jun"
-119.528,34.15795,14376,"Humpback Whale",1,34.15795,-119.528,2015,"Jun"
-119.431,34.19295,14378,"Humpback Whale",2,34.19295,-119.431,2015,"Jun"
-120.746,35.12555,14565,"Humpback Whale",3,35.12555,-120.746,2015,"Jun"
-119.591,34.27886,14574,"Gray Whale",10,34.27886,-119.591,2015,"Jun"
-119.568,34.2746,14581,"Gray Whale",10,34.2746,-119.568,2015,"Jun"
-124.075,44.80448,14622,"Gray Whale",1,44.80448,-124.075,2015,"Jun"
-122.597,37.7899,14647,"Humpback Whale",1,37.7899,-122.597,2015,"Jun"
-119.234,34.1048,14745,"Humpback Whale",1,34.1048,-119.234,2015,"Jul"
-119.481,34.11591,14746,"Blue Whale",1,34.11591,-119.481,2015,"Jul"
-119.493,34.12534,14747,"Blue Whale",1,34.12534,-119.493,2015,"Jul"
-119.279,34.06625,14752,"Humpback Whale",2,34.06625,-119.279,2015,"Jul"
-119.26,34.09363,14753,"Humpback Whale",1,34.09363,-119.26,2015,"Jul"
-122.645,37.88463,14789,"Gray Whale",1,37.88463,-122.645,2015,"Jul"
-122.581,37.85229,14799,"Humpback Whale",1,37.85229,-122.581,2015,"Jul"
-122.648,37.87791,14911,"Humpback Whale",2,37.87791,-122.648,2015,"Jul"
-122.661,37.85921,14940,"Humpback Whale",1,37.85921,-122.661,2015,"Jul"
-122.665,37.85786,14941,"Humpback Whale",1,37.85786,-122.665,2015,"Jul"
-120.106,34.45029,15003,"Fin Whale",1,34.45029,-120.106,2015,"Jun"
-124.066,44.82865,15032,"Gray Whale",1,44.82865,-124.066,2015,"Jul"
-122.631,37.84673,15044,"Humpback Whale",2,37.84673,-122.631,2015,"Jul"
-118.279,33.58675,15062,"Fin Whale",1,33.58675,-118.279,2015,"Jul"
-122.574,37.75257,15112,"Humpback Whale",2,37.75257,-122.574,2015,"Jul"
-117.893,33.56185,15272,"Fin Whale",1,33.56185,-117.893,2015,"Jul"
-125.23,49.9961,15396,"Humpback Whale",1,49.9961,-125.23,2015,"Jul"
-122.676,37.82021,15523,"Humpback Whale",1,37.82021,-122.676,2015,"Jul"
-121.819,36.79589,15614,"Humpback Whale",3,36.79589,-121.819,2015,"Jul"
-122.467,37.27677,15632,"Humpback Whale",2,37.27677,-122.467,2015,"Jul"
-122.399,37.14906,15636,"Humpback Whale",1,37.14906,-122.399,2015,"Jul"
-119.333,34.28188,15670,"Humpback Whale",1,34.28188,-119.333,2015,"Jul"
-119.324,34.27769,15671,"Fin Whale",1,34.27769,-119.324,2015,"Jul"
-124.08,44.78769,15802,"Gray Whale",2,44.78769,-124.08,2015,"Jul"
-124.065,44.82956,15798,"Gray Whale",2,44.82956,-124.065,2015,"Jul"
-121.969,36.62275,15799,"Humpback Whale",1,36.62275,-121.969,2015,"Jul"
-121.97,36.62251,15801,"Humpback Whale",6,36.62251,-121.97,2015,"Jul"
-124.073,44.78465,15813,"Gray Whale",2,44.78465,-124.073,2015,"Jul"
-117.338,32.50287,15824,"Blue Whale",1,32.50287,-117.338,2015,"Jul"
-120.084,34.4061,15823,"Humpback Whale",5,34.4061,-120.084,2015,"Jul"
-117.363,32.54842,15825,"Blue Whale",1,32.54842,-117.363,2015,"Jul"
-119.268,34.06796,15826,"Blue Whale",1,34.06796,-119.268,2015,"Jul"
-121.941,36.64839,15886,"Humpback Whale",2,36.64839,-121.941,2015,"Jul"
-121.979,36.61107,15887,"Humpback Whale",3,36.61107,-121.979,2015,"Jul"
-121.91,36.63429,15895,"Humpback Whale",1,36.63429,-121.91,2015,"Jul"
-121.914,36.63923,15896,"Humpback Whale",5,36.63923,-121.914,2015,"Jul"
-121.921,36.62824,15907,"Humpback Whale",4,36.62824,-121.921,2015,"Jul"
-121.987,36.58964,15920,"Humpback Whale",2,36.58964,-121.987,2015,"Jul"
-121.931,36.64388,15921,"Humpback Whale",2,36.64388,-121.931,2015,"Jul"
-123.025,37.59199,15977,"Humpback Whale",1,37.59199,-123.025,2015,"Aug"
-123.028,37.58799,15978,"Humpback Whale",1,37.58799,-123.028,2015,"Aug"
