sighting_id,species,latitude,longitude,year,month
14565,Humpback Whale,35.12555,-120.746,2015,Jun
14565,Humpback Whale,35.12555,-120.746,2015,Jun
14565,Humpback Whale,35.12555,-120.746,2015,Jun
14647,Humpback Whale,37.7899,-122.597,2015,Jun
14745,Humpback Whale,34.1048,-119.234,2015,Jul
14746,Blue Whale,34.11591,-119.481,2015,Jul
14747,Blue Whale,34.12534,-119.493,2015,Jul
14752,Humpback Whale,34.06625,-119.279,2015,Jul
14752,Humpback Whale,34.06625,-119.279,2015,Jul
14753,Humpback Whale,34.09363,-119.26,2015,Jul
14799,Humpback Whale,37.852290000000004,-122.581,2015,Jul
14911,Humpback Whale,37.87791,-122.648,2015,Jul
14911,Humpback Whale,37.87791,-122.648,2015,Jul
14940,Humpback Whale,37.85921,-122.661,2015,Jul
14941,Humpback Whale,37.85786,-122.665,2015,Jul
15003,Fin Whale,34.45029,-120.106,2015,Jun
15044,Humpback Whale,37.84673,-122.631,2015,Jul
15044,Humpback Whale,37.84673,-122.631,2015,Jul
15062,Fin Whale,33.58675,-118.279,2015,Jul
15112,Humpback Whale,37.75257,-122.574,2015,Jul
15112,Humpback Whale,37.75257,-122.574,2015,Jul
15272,Fin Whale,33.56185,-117.893,2015,Jul
15396,Humpback Whale,49.9961,-125.23,2015,Jul
15523,Humpback Whale,37.82021,-122.676,2015,Jul
15614,Humpback Whale,36.79589,-121.819,2015,Jul
15614,Humpback Whale,36.79589,-121.819,2015,Jul
15614,Humpback Whale,36.79589,-121.819,2015,Jul
15632,Humpback Whale,37.27677,-122.467,2015,Jul
15632,Humpback Whale,37.27677,-122.467,2015,Jul
15636,Humpback Whale,37.14906,-122.399,2015,Jul
15670,Humpback Whale,34.28188,-119.333,2015,Jul
15671,Fin Whale,34.27769,-119.324,2015,Jul
15799,Humpback Whale,36.62275,-121.969,2015,Jul
15801,Humpback Whale,36.62251,-121.97,2015,Jul
15801,Humpback Whale,36.62251,-121.97,2015,Jul
15801,Humpback Whale,36.62251,-121.97,2015,Jul
15801,Humpback Whale,36.62251,-121.97,2015,Jul
15801,Humpback Whale,36.62251,-121.97,2015,Jul
15801,Humpback Whale,36.62251,-121.97,2015,Jul
